title,body,rating,review_id,sentiment_label,sentiment_score,positive_score,neutral_score,negative_score,compound_score,topic_id,review_length,is_negative,is_positive
"It works great, but it also fails at it's primary function","Updated: My first review of this was 4 stars. I had to slap it down to 2 because it is not reliable. It goes through setup fine. Maybe will connect, vid quality is darn good. You walk down the hall, pull out your phone and connection is lost. I'm talking 15' away. I realize the connection is made via the WiFi network. My point is that it's not like I'm driving into the woods and can't connect. Literally, within the same office it will stop working. As for whoever said REBOOT is a solution, it's not. It may bring it back, but within a few mins, the connection fails again -- and again and again.Here's my initial review:First of all, to all those 1-star goofballs who are worried about having their precious moments sent to China... get aclue. If you have a problem with technology that you can't trust, then you need to dump Google and whatever smart phone you stare at most of the day. This product offers 14 days of rolling storage in a cloud. You have no idea where the cloud is. You have no idea who has access to the data. 1-star reviews that have the words China and spy in themonly means the review is worth the same rating.Now for my review:I gave them 4 stars because for $25, it's a huge amazing piece of tech. It works. That got them 3 stars. I addedanother because, hopefully, of their direction.Out of the box, it would be a challenge for most. Mine included not a single hint of what to do. I found a Wyze video that said the package was to include a quick-start guide. Mine had nothing be the cam and a power cord.Not a deal breaker.Some other issues... When you are configuring it, you need to tell them which SSID you want to connect to along withthe password. However, it requires an 8 character password. So on my test wifi access point, that's wide-open, it wouldnot work. In my office, it would not work. The password was less than 8 chars. Suggestion to Wyze: Do not imposerestrictions on password length. That's not your job. If I want to have a password of 123 that's my deal. Also, take a lesson from Alexa. When configuring the wifi, just use whatever connection my phone has. That's the concept of why a native phone app exists. Don't make me type stuff that I will give you permission to.After I added a password that conformed to their requirements, the cam fired right up. Quality was decent and the app has way more features than expected. I just expected something that would record stuff. It appears to go way beyond that, but I've not clicked into the inner depths yet.Reason for not clicking: The only place I've been able to view cam data is when I'm in my kitchen with the cam. If Igo anywhere else, the app tells me it's connecting... but that's as far as it goes. Attached is one of the screens thatI get when trying to see video when I'm not in the same location as the cam. Being able to view data only when you are in the same room with the cam ... I don't need a cam for that. I have eyeballs.I thought maybe it's the app. I thought I could do better maybe if I logged into the desktop version. Nope. If youlog into wyze.com, you have a dashboard for buying stuff. Not a single thing that allows you any access to cam data.My biggest WTF moment was that as a USB camera, it failed. I plugged it into a Win10 box and ... nothing. I expecteda modern cam to at least be recognized as a device. I can plug a $5 mouse into Win10 and it knows somebody just entered to room. I expected the same. Sure Win10 sucks the big one, so I tried it on Win7 and a linux box. Same result. It's like you're plugging in a USB cord with nothing attached to it.However, for $25, it works. That got it 3 stars. Seeing all the potential that app shows, they got another one.But now I plan to purchase a plain-jane cam to see how it compares. How that test goes will be the footnote to thisreview.One late thing: Why is it that modern apps and websites put light text on light backgrounds? Here's an idea: Make things easy to read. Imagine if all this copy was cyan. That would be stupid right? Ok, I'm done.",2,51,negative,0.5377854108810425,0.09537342190742493,0.3668411374092102,0.5377854108810425,-0.4424,7,4032,1,0
"Nice Camera, not having PIR motion detection, format sd from app does not use the partition table","For the price, the night vision is clear and the picture quality is okay, which can tell most interesting thing. For recognizing a person, it will not give much details.The overall quality is generally okay, but the notification may be miserable. The network connection is not stable due to aggregated network traffic.The technical support is not smart. Regardless what issue you have, as long as the problem is not resolved, Wyze CS will send a standard procedure one after another. They may not read what you say in the email, so you do not get some real help besides the their standard troubleshooting procedures.After intensive testing, determined that the camera has no PIR motion detection, which Wyze CS does not tell.This camera use light sensor and following two charts illustrate how it works.1) If camera and light source are facing the same direction, the motion detection is very poor (even the light is also a motion sensor light), unless the moving object has high light reflection, such as glass, mirror, shiny surface, etc. Camera face direction ===> moving object Light source direction ===>2) It works well if the light source is facing (against) the lens: Camera face direction ===> moving object &lt;=== Light source directionPro:Inexpensive, small, and easy to install.Good image resolution, and Night vision.Sensitive sound and light detection.Con:No PIR motion detection.No notification when camera is sleep or not recording.Cannot look at the video on cloud server is camera is offline.Concentrated data flow (see bandwidth analysis below), that may cause network connection issue.Summary:This is not a PIR motion detection camera. It requires a designated light source for motion detection. Notification method is not good for security purpose.The live stream of the camera shows the bandwidth for SD mode is between 70KBps to 150KBps. The attached graph shows that the uploading bandwidth is nearly 5 Mbps (peak at 60Mbps), and this is probably Wyze support always wants to check your router bandwidth. This uploading bandwidth requirement can be higher than most ISP allowed. Such high bandwidth requirement for uploading data in such long time can disturb or even interrupt the app connection.Since the cam does not constantly send data to the cloud server in this speed, the cam firmware should lower its sending speed by extending the send time (current 20-30 sec) to 1-2 minutes or more.A drawback on this cam is the playback from cloud server. The playback is under live stream, which requires to get connection to the cam. If cam is offline (damaged or lost power by intruders), then there is no way to get any recorded video. The playback should not be under the live stream session. Playback from cloud server should be under event session without a cam connection unless playing from the SD card.Other minor issue:The network connection issue. The notification and sensitivity setting is under live stream (Wyze calls it live feed). When changing these setting, it can cause network disconnected, and live stream stops, thus changing setting fails.Then, the device cannot be reachable, be deleted and re-added. This was caused by staled cloud server connection. Only way to resolve it is turn off both cam and app, then wait for a certain time to allow the stale connection going away (keep connection to the cam will make stale-connection linger).New issue in formatting SD card from wyze app:The wyze app does not read partition table to format SD card. It formats the entire SD.Partition 1TB SD with two partitions: 32GB + unused, and put it in Wyze cam. After the 32GB disk is full, users need to reformat the SD from the app (cam is 1000 miles away), the app will format the entire SD card, not just the 32GB partition. Since cam does not support such large capacity, the SD may or may not work depending on the entire SD capacity.",2,52,neutral,0.513185977935791,0.14861604571342468,0.513185977935791,0.3381979465484619,-0.1896,6,3873,0,0
A pretty well designed budget security camera with 3 potentially fatal flaws (2 of which might be fixed via updates)...,"PROS:- Well designed (the way the base can rotate and raise the cam as well as the magnetic mount are pretty nice design features at this price point)- Motion alerts seem to work well as do the sensitivity settings (haven't tested other alerts (e.g. sound, smoke, etc)).- Pretty good STILL image quality (so long as nothing is moving within the frame, the picture is pretty good)- App is rough but seems to work ok, frequent updates- Inexpensive (at $25 all in direct from the manufacturer this camera is worth a shot for basic camera monitoring)- A week of free cloud storage video alerts (12 second clips)CONS:- FATAL FLAW #1 - Recording of 10 FPS means video is almost useless if the subject is moving fast or the camera is too close to the motion, everything is too blurry to be useful. This is probably a hardware limitation and doubt this can be improved via firmware/software updates. Most competitors cameras are 24-30 FPS, though to be fair they are also much more expensive.- FATAL FLAW #2 - Alert recordings of 12 secs are way too short, especially since the first 6 seconds are pre-alert, so often the recording will show a door opening and it will cut-off just before the subject comes into frame. Hopefully they can fix this in the next firmware/software update, at least make it so the recording starts when the alert is triggered and not 6 seconds prior, this way you'd capture more of the action occurring on those 12 seconds.- FATAL FLAW #3 - After an alert is triggered and finished recording the camera takes a few minutes to re-arm itself, which means you won't see what happens for the next few minutes after the initial 12 seconds recording that set off the alert. This too can hopefully be fixed in future software/firmware updates to allow it to re-arm immediately and continue providing new alerts if the trigger (e.g. motion) continues.- The 2 IR bulbs/lights for night/dark recording aren't enough, they can only reliably illuminate out to maybe 5 feet, anything beyond that is too dark.- There should be a way to activate push notifications only during certain time periods, via either setting an activation schedule certain dates/times, or when the owner is out via geo-fencing (e.g. via IFTTT) or detection of the device on the network (e.g. detecting if the owner's iPhone is connected to the local network). Otherwise I have to remember to activate push notifications manually every time I leave my house. And I'd straight up prefer if the camera didn't record anything AT ALL when I'm at home, since I keep triggering alerts and I don't need recordings of myself walking around my own house all day.- Camera takes too long to adapt to changes in lighting (e.g. if camera's in a dark room and someone open a door from a well lit room)- No option to disable status light (status light obviously is handy for the owner, but I don't want the subject being filmed to know weather the camera is on/off, I'd rather it blend in as much to the background).- App is buggy and rough thought they seem to put out frequent updates- Having 24/7 concurrent local recording to a micro sd card is a very nice feature at this price point, especially since the alerts are so short many end up being useless since they cut-out before the subject is in frame, however, the 32gb size limitation takes away some of the usefulness of this feature since that's only about 2-4 days worth of video depending on the quality you are recording in.I would update my rating by 1 start PER fatal flaw they manage to fix via future firmware/software updates...",2,53,positive,0.9122517108917236,0.9122517108917236,0.08138172328472137,0.006366599351167679,0.9059,5,3560,0,1
"Good camera, horrible app/software","Pros: Video quality is pretty good, set up is pretty straightforward, can store 5+ days of footage if you have/buy an SD card, no ongoing monthly fees.Cons: The included USB power cable is short and will barely reach from an outlet straight up to a ceiling, viewing live feed of multiple cameras is slow and clumsy, viewing recorded video is even worse.I bought one of these cameras about 4 months ago after getting a puppy so I could check on her when I had to leave her home alone. Installing the camera and setting it all up to view footage from my phone was pretty simple and painless. One camera was plenty since she was confined to a small area. It worked pretty well for what I needed, I could check the video easily and have live video and audio to make sure she was okay. At that time I was quite satisfied with my Wyze camera.So, after I started making more space available to her while she was home alone, I decided to get 2 more cameras to cover the additional areas. This is where my experience with Wyze started to sour. The cameras have a magnetic base, and the package includes a steel disk and double sided tape that make mounting it really simple and easy, however the included USB power cable is annoyingly short (if you want to install the cameras at the top of a wall or on the ceiling for a better angle, it'd need an outlet directly below it), and I ended up needing to buy longer cables in order to install them where I wanted. Not a huge deal, and definitely something I'd be willing to overlook, but my opinion of Wyze only got worse from there.Viewing the live feed with multiple cameras is slow and clunky. You can only view one feed at a time, and any time you open a different camera's feed it takes anywhere from several seconds to half a minute to load. This means if you're watching one camera and want to quickly change to another... Well, it's not gonna happen. The software is designed in a way that treats each camera like its own system. If you want it to be more like multiple cameras on the same system, you will be as disappointed as I was.These cameras do store video if you use an external SD card (not included). This stored video can be viewed on your phone from the Wyze app, but if you plan to do so, plan to be disappointed again. The only way to navigate through the stored footage is by swiping the screen. It works great if you want to randomly skip anywhere from 15 seconds to 10 minutes, however if you want to go to a precise time it's unnecessarily frustrating. There's also no option to play the footage slowed down or sped up. Seeing as the app is designed to be used from a phone with a small screen and limited controls this is somewhat understandable, however the baffling thing is that Wyze has NO accessibility from a computer unless you physically remove the SD card from the camera and take it to the computer. To neglect making it available over the internet to a computer when it's available via smartphone app is incredibly lazy and incompetent.Video quality wasn't a huge concern for me, but I did find it to be pretty decent. It's worth noting that higher resolution video consumes more storage space and these cameras are limited to a micro SD card for storage, so if you're expecting to store weeks/months of footage you'll want to record in lower quality anyway. Build quality & craftsmanship of the cameras is decent. Either way, I will likely be replacing them with a better system far before they break.Overall: These cameras could be worse, but they could also be a lot better.",2,54,positive,0.5079256892204285,0.5079256892204285,0.404747873544693,0.08732641488313675,0.4206,4,3553,0,1
"Great when they work, but horribly unreliable.","I have eleven Wyze Cams, one Wyze Cam Pan, five Wyze door (contact) sensors, and two Wyze movement sensors. The cameras are distributed among four different wireless access points (of different brands) and, unfortunately, it's extremely rare when all of the cameras are functioning at the same time. Obviously, the price can't be beat, however, if you are using these for security, it's not a bad idea to have two cameras per location, and hope that at least one of them is operational.I originally started using them with a Google WiFi Mesh Network. That didn't work out, so I started trying them with different routers and access points. Most of them report a wireless signal strength of 95%, with a couple down to 86%. Nothing matters. All of them fail at various times for unknown reasons. Originally, I would jump through hoops trying to get them back online, but I eventually realized that they will, at some point, fix themselves ... most of the time.I just got back from disconnecting and reconnecting the power for one of them. Didn't fix the problem. As far as I know, the camera will magically start working tomorrow. Two of them are plugged into a WiFi outlet because I got tired of walking to my garage every other day to reset them. I was switching them off and on frequently, but then they magically started staying online.Sometimes, the problem is with the Wyze app. For instance, the camera that I just reset (unsuccessfully) was reported as being offline on the summary screen, but if I tapped on it, I'd get a live view. It was that way for a week until it crapped out earlier today. I have also experienced cameras seemingly offline, but still sending video clips to the online service.When they do work, it's very nice. I like the video clips, the latest ability to recognize people versus just movement, the price, the clarity of the image (very good for the price), the ease of sharing cameras, and the accessories (mention in the next paragraph). I use some of the cameras through TinyCam Pro. In some ways, it's much more reliable than the Wyze app. Then again, there are some cameras that never work. All of the cameras' have up-to-date firmware, by the way. Back to the comparison between TinyCam Pro and the Wyze app, I have TinyCam Pro displaying one driveway camera 24/7. At irregular intervals, the image is lost and automatically returns. In comparison, if I leave the Wyze app running with the same camera displayed, it will inevitably lose the image and never recover.The door and movement sensors have worked without a hitch. They are easy to set up, have a good range, and reliably report when they are triggered. I have used one set of sensors since they were first announced and sent by Wyze. Batteries are doing well so far.I hope that the issues are software related because then I can trust that things will eventually improve. If I was using them because I was curious (e.g., checking out a Squirrel Cam every once in awhile), then I'd probably rate them 4½. But since I wanted to use these for security, it really is unacceptable that I can't consistently rely on them to deliver an image when needed. Hence the 2-star rating.",2,55,neutral,0.7870015501976013,0.11756979674100876,0.7870015501976013,0.09542866051197052,0.0221,7,3169,0,0
Decent camera ruined by software and network issues,"These are cheap so I bought some. The cameras capture a decent image, but that's where it ends. The software and cloud features leave MUCH to be desired. I've got a few big issues, which I've talked to support about, and their answers made me feel even worse about the product. Here's the main few, with their responses:- The &#34;cloud&#34; feature can only record 12 second clips, ONLY triggered by motion. There are no other options. It makes the feature useless if it's pointed outside (trees move, a lot). Aside from the 12s limit, there is a 5 minute recharge before it will fire again. Here's how that usually plays out in real video terms: a car pulls into fram, stops, door opens, annnnnd the camera cuts off. I did a little test one day when pulling into the driveway. I got out and walked right up the camera. The resulting video didn't even include me getting out of the car. Good thing I'm not a burglar. I asked on Twitter about the 5 min delay, if it was a hardware limit or cloud or what. They said it had to do with the cloud architecture. Honestly, this alone makes this cloud camera useless (or maybe DANGEROUS?).- The cameras drop offline and never reconnect. Sometimes I noticed three or four days later. There's no notification one of your cameras is offline. It took 5 power cycles to get one back online. I asked on Twitter and they blamed my router (it's a gigabit ASUS router, maybe a few years old, but it SCREAMS on all my other hardware (media server, torrents, etc). The Wyze Cam can't even connect to 5GHZ networks, so I thought it was a bit weak they were blaming my network hardware. They offered to investigate the camera, but at this point I'd already lost faith in them. Feels like another dangerous flaw. When the camera detects it's offline, maybe have it reboot itself?- To get true &#34;timeline&#34; recording (ala Nest), with round-the-clock recording, you've gotta insert a micro SD card. These recordings aren't available in the cloud, so you've gotta be on your home network to see them. So you've gotta pay an extra $20ish or so per camera, and they won't work while vacationing, etc.- The timelapse feature is neat. BUT! To use it, you've gotta set it up ahead of time, manually. I figured you'd be able to view of time lapse of anything it had recording. Nope. On top of that, about half the time after recording (like 6 hours), it says &#34;File not found.&#34; I'm guessing the onboard processing power isn't beefy enough to process the larger videos.- They don't manufacture these cameras. They buy them from an overseas supplier and slap their brand/app on top. You can feel these in their answers to support. Instead of &#34;we made this and know it's inner workings&#34; it's more like &#34;we read the docs, here's what they say.&#34; Just doesn't feel like a real solution.In conclusion: this feels like a DIY project that got mass appeal through the pricepoint, nothing else. The experience of using them is pretty rough, and you'll be missing lots of recordings. If you ONLY want a live cam you can check on manually, it might work for you (if it can stay connected).",2,56,negative,0.778836727142334,0.03070140816271305,0.1904618889093399,0.778836727142334,-0.7481,7,3125,1,0
"Inexpensive, supports MicroSD, clear video, and night vision... unfortunately getting worse...","I tried this camera at home before installing them at remote locations for monitoring. While testing in my garage, the firmware improved the camera's connectivity and added person detection.... then after the release of the Wyzecam sensor kit, they added the ability to detect sound as well. These cameras not only record events locally to a microSD card, but also generate a 12-sec video with which the Wyze cloud servers will notify the app on your mobile phone as soon as they can. It is truly amazing what they can do with these little devices... Unfortunately, fast forward to today and now there is seems to be more limited 3rd party channels for acquiring the sensor kits and their newer product lines... and the person detection is again MIA.The above and the lack of remote streaming protocol directly from the camera are my only real complaints. Wyze has recently added the ability to view your cameras by name on FireTV devices and it works reasonably well, even if it is a bit slow to start. Even without this feature, these are still extremely suitable for remote monitoring, especially in a supplemental capacity where you have an alarm and motion sensors. I currently use them in this capacity... as well as in my garage where I can now verify remotely that the garage door is closed or if someone is making noise near my garage. These cameras are sensitive at video and detection, but they do include a means to tune this to your particular needs. Beware of insects at a remote location as if you turn the sensitivity down to stop the notifications, you may also miss motion detection that you desire.At less than 25dollars or less than 50dollars for two, I highly recommend these for supplemental monitoring and alerting... but they fall flat if you want to record continuous video to a computer or NAS-type device, or even to the microSD card... and this is why I recommend them as supplemental unless your needs are even more basic.---Update: There seems to be some limit to the number of daily events that you can view. I have had days with many notifications (>75) between my 8 cameras... with some occurring in the morning, yet they disappear as more notifications occur to the point that I only see that days notifications for the last 4 or 5 hours. This seems to be yet another ""fly in the ointment"". This basically means that to definitely be able to view all of your notifications for one day that you will need to do it in short order -- if you wait too long, you will not be able to see the earliest notifications. So I am lowering my stars by one... and I hope that Wyze Labs will address some of these issues. (I find it doubtful though, as it seems they are more interested in rolling out new paid services than resolving the other issues I mentioned.) So this is still a reserved recommendation... but not by much (as it is difficult to recommend anything below 2 stars). :(",2,57,positive,0.585813581943512,0.585813581943512,0.4099435806274414,0.004242801573127508,0.5816,5,2906,0,1
"Ehh - okay optics for a cheap camera, could use software help","The camera image is okay. Not bad for a $25 camera. But, not as crystal clear as some nicer cameras.The software side needs help. Examples:(1) For some reason, the camera will detect and record motion for a garage door opening 300 feet away up the street, but does not even register a person on the front porch 5 feet from the camera. Although today it has really failed. It missed a firetruck going by (lights and sirens, large truck) and it also missed the mail truck delivering mail.(2) You cannot set a zone for motion detection. The low/medium/high does not seem to actually alter the sensitivity. I had to shut off notifications because it sends a notice about every 5-10 minutes. Tree branches moving, shadows, and traffic -- but not a person on the porch.(3) The camera only records 12 seconds after detecting motion. It has yet to record back-to-back clips when motion persists. For example, a car pulling into the driveway sets off a recording of 12 seconds, but it does not continue to record as the person approaches the front door. Unless someone just appears right in front of the camera, it would not record with them close enough to get a good image (although my camera does not actually seem to detect motion right in front of it so maybe this is a moot complaint).(4) Not only will it not record back-to-back, it seems to wait 5-10 minutes before recording again. This is a problem if someone is approaching the house from a distance and it picks up the motion then checks out for a while. Most burglars do not hang out on the front porch for 5-10 minutes.(5) The app has glitches. Some recordings it makes for motion will mysteriously not play in the app when I try to review the recording. I click on the clip and it opens, but the entire touch screen is unresponsive and the clip will not play.In the end, this is a $25 camera. You probably get about what you paid for, maybe a bit less. I am not sure I will buy more of these cameras unless a software update is made that improves the motion detection and enhances features that make the camera more useable and worthwhile. Right now, it is best for viewing and not actual security alerts. I guess if you want to be able to watch your dog or kids, it would be great. The app works well enough for live viewing. Security wise with motion alerts, it is rough.I bought there as an experiment, fully aware of the fact that a cheap camera was probably not all it was advertised to me. The camera by no means exceeded expectations. Again, I only recommend this if you were trying to monitor a pet or otherwise be able to check in with a live view. This camera misses the entire point of a security camera for when you are away from the house.",2,58,negative,0.5434630513191223,0.07316545397043228,0.3833715617656708,0.5434630513191223,-0.4703,5,2708,1,0
"Almost, but Wyze blew it like other cheap cameras","Man, almost had a great product, but per usual the company went south with software and privacy.Camera picture is great for the price. No complaints there. Easy setup as well. But that's not good enough for these cameras to have any real value or function unless you want a nanny cam to watch a live feed on. These are not going to meet your needs if you are looking for security cameras. 12 second clips and once a clip is recorded it doesn't seem to start recording again for like...another five minutes. So I just watched a guy slowly walk onto my property...I can't tell you what happened after that because he was walking slow enough to not make much distance over the course of the 12 seconds it recorded...and then by the time the camera was able to start recording a second clip, he was gone and there was nothing to record. So...unless you are lucky you really aren't going to get any helpful security footage with this. You can semi get around this limitation by storing to a memory card, which allegedly allows up to 1 min recorded clips, however the two cameras I first purchased did not work with memory cards and soon after I was sent a notice from Wyze stating that they had sold a bunch of defective cameras and I to contact them to get replacements. Wyze only initially offered one replacement even though both of my cameras didnt work with the memory cards. The replacement they sent was also defective...the micro usb recepticle would not accept the micro usb cord...so no way to power it. Awesome! So I emailed them and complained some more and they sent me two replacement cameras, which they should of done in the first place. They only did this after engaging in a nonsensical lengthy email exchange and only when I threatened to negative review them up and down the internet did they get the replacement cameras in the mail. I have yet to switch them with the original defective cameras because frankly I'm pretty tired of anything having to do with Wyze considering the amount of time I've had to put into getting non defective cameras. So thumbs down to Wyze as a company as well. Also, the detection settings are terrible.And now I'm reading about the privacy issues with these. Great. Eat your heart out China, my life is pretty boring.Don't waste your money on these could of been great but actually suck cameras. Again, unless you want a nanny cam to watch your kids/pets/elderly on live feed, these are absolutely useless. I hope the negative reviews catch up on here and these are accurately rated for what they are.",2,59,negative,0.6838377118110657,0.09882702678442001,0.21733523905277252,0.6838377118110657,-0.585,4,2548,1,0
Does not allow enough adjustments to settings,"Update: I have decided this setup is nothing more than an occasional review of actions. It is almost worthless as a security system since it is likely to miss much of the action due to the relatively short recording time of 12 seconds AND the long reset time before it can be activated again. (About 5 minutes). So if someone is breaking into your house, you get a 12 second clip every 5 minutes or so. On top of that, the relatively long time it takes for you to receive a notice of activity will mean, whatever or whoever activated the camera will be long gone by the time you get the notice. All of this could be cured if you were allowed to adjust the settings. I have lowered my rating to 2 stars and not 1 since the video quality is good for what you pay. For real security, I would look elsewhere.The 2 biggest issues I have with this camera is that there is no way to adjust the auto record time when set for motion detection and it does not reset quickly enough after a triggered recording has completed. You get a 12 second recording once triggered which may not allow enough time for the subject to get close enough to recognize, especially if it is triggered by a vehicle pulling to the curb and approaching the house. This would not be as big of an issue if the camera would reset and reactivate as the subject approaches, but the reset time has such a long delay, that by the time it can be reactivated, it is too late to be of any good for that incident. This is a major defect as far as I'm concerned since this is what the system is for. The only option to set to constant record mode which means you will have to manually search through hours of recordings to find what you are looking for if you don't know the exact time. It seems to me this would be a simple fix for an otherwise good camera for the price. How about a setting to continue to record as long as there is motion? The only other thing I would mention is that it needs to be fairly close to the subject or the details will be too small to be of much good in identifying the subject. I guess this is why the Ring doorbell sells so well since it is close to face level, but that is also why so many are snatched off the wall and have to be replaced. There is also that annoying $3 month forever charge too. I also realized after I purchased that this needed to have access to a power outlet and is not battery powered, but that is my bad. I did go back and see that was stated in the listing, so make sure you have an available outlet or can run a cord to the camera.",2,60,negative,0.7870816588401794,0.011690035462379456,0.20122826099395752,0.7870816588401794,-0.7754,5,2548,1,0
Too many problems,"I purchased this camera to monitor my front yard through the window because I wanted to avoid difficulties of installation and wiring of an outdoor camera. However, I found that this camera has too many problems. I am thinking about returning it and buying something better. Please read pros and cons below.Pros: 1. Decent video quality. But these days all HD cameras have good video quality. 2. Relatively easy setup procedure.Cons: 1. No manual at all. Just few lines of setup procedure. You will have to search online to find out camera features and how to use them. 2. It records only 12 seconds of video to the CLOUD. It is a joke. So, you can only review the beginning of event. If a thief stole the package from your front door you wouldn’t be able to prove it because the camera wouldn’t record the moment of stealing. Thief can say that he was just passing by. 3. Recording to SD card is not very reliable. When I review recorded events they sometimes disappear or skip fragments. For example, I see a school bus that is coming to the picture, but then it suddenly completely disappears in the middle of moving. 4. Motion activation is not reliable, but rather random. I came home yesterday, right in front of camera, but nothing was detected and recorded. Like I was a ghost. Camera also did not detect and did not record anything at all when my son left this morning. Right in front of camera he got into his car and drove away. Nothing was recorded at all. 5. Bad customer support. During the camera setup I had to create a WYZE account and give my email address. I received a verification code my email address and used it for camera activation. However, whey I tried to access my account on the WYZE web site, my email address was not recognized. How can it be? I submitted a support request and get automated email response that somebody from WYZE will contact me soon. After that nothing happened. I waited for few days, but nobody from WYZE contacted me to resolve my problem. 6. The camera is practically useless for night monitoring. It captures invisible to normal eye window light reflection. That reflection obscures outside view.",2,61,negative,0.5758035778999329,0.04750342294573784,0.3766930103302002,0.5758035778999329,-0.5283,5,2152,1,0
"Reliability, tech service","When we first bought our Wyze cam V2, I was very pleased with it and thought that the camera had a lot of potential. I tuned into the company blog where a young bright looking engineer type described the cameras and showed in great detail how many things they could do. However, after testing a few cameras, find they have many problems.I have eight hooked up, and four on the shelf. From time to time, one will fail with no reason. For instance, the micro SD card stopped working and in calling tech service, I received a new unit. Great service, I thought. In another instance, I was unable to connect to the network, and a conversation with the tech people resulted in a new unit.Now I have two cameras that have failed. One will not connect, another has to be rebooted and reconnected in order for it to work for a couple of days, at which point it stops working again. This time I called tech service again, and they had me factory reboot the one camera and reconnect it to our network. It worked for a couple of days at which point it quit again. Again I called tech service who had me reprogram the unit as if it were a new unit. It worked and the tech said that that's all he could do, because it was working again. The second camera which also quit working will not upload to the app and I got an error code.Two technicians worked on that one camera over the phone. The first got it going and that was all he could do in his job description. When it quit again, the second tech got it going and that was all he could do in his job description. The fact is it failed after another couple of days and I cannot keep dealing with this sort of nonsense. So, unless there is some better input from the community about what to do about these things, I will put them on craigslist and start writing bad reviews. This will include the facts that when a video is triggered, the system waits between 30 seconds and 20 minutes to notify me, why there are so many failures on these units, and why the technical staff is told to get it working and then, whatever other problems there might be, to ignore them and state that they can't do more.Hearing nothing from the company or the users, I will probably put them all on eBay or Craigslist and go to a more professional setup.",2,62,positive,0.8832954168319702,0.8832954168319702,0.10056634992361069,0.016138270497322083,0.8672,7,2272,0,1
Not impressed. The picture quality on mine is very poor - perhaps a defective unit.,"The camera itself is put together well and I was easy to set up but the quality of the image is far worse than the pictures I have seen online from other Wyze cams. I don't know if I got a defective unit or what but overall image quality is pretty blurry (It looks sharper along the right edge but that is all). I placed a MicroSD card into the camera to see if there is a difference between the file that gets stored there vs what is streamed from the camera but the image on both seems to be identical (both blurry). Also I've noticed the audio quality is absolutely horrible - when watching recorded clips there are lots of distortions, pops, and a general warbleness to the sound so much so that it's near impossible to understand what people are saying in the room the camera is in.I'm going to contact Wyze to see if this is normal or if I received a dud. Besides the video and audio quality issues, which are obviously critical components for a security camera, I'm surprised at the lack of controls and settings available. There are no user configurable options to set things like bit rate, sharpness, brightness, contrast, FPS, etc. Also there is no way to view the camera from a PC - the only way is to use either an iPhone app or Android app - that's it! I have a Wansview K3 1080P camera that I've used at another location and it has a lot of options to configure by just connecting to its built-in web server using a regular web browser. The Wansview also has apps for iPhone, Android, WIndows, and Macs too if you want to use an app. The Wansview isn't perfect though - it's app is not as well designed as the Wyze and there is no free cloud storage either - but in terms of PQ, audio, and streaming settings, it has the Wyze beat.Pros:- Nicely built- Magnetic base- Good IR night vision illumination- Free cloud storageCons:- Surprisingly poor/blurry image (I could have a defective unit)- Horrible audio quality- Very low streaming and recording bit rate (less than 1Mbps)- No advanced settings- No way to view from a Windows or Mac PC- Unable to transfer files from cam to PC over network. (One must physically remove SD card and place in PC)",2,63,negative,0.7037388682365417,0.0405498743057251,0.25571128726005554,0.7037388682365417,-0.6632,7,2159,1,0
Nice hardware but very serious concerns,"For the price, this camera is good and the app makes using it straightforward.However, there are several concerns with this camera which will probably see me phase it back out.First, recorded videos are uploaded - but there is no way to find out where, or to stop it, or to configure it. The recordings are shown in the Notifications tab of the app, but as an owner, you have ZERO control of your videos' upload location, lifetime, or security. This alone is a huge red flag to me. As other reviewers here have noted, there are concerns with where the videos are being uploaded to, including possibly non-AWS addresses in multiple countries. Are you SURE you want those videos from inside your home being uploaded opaquely to... who knows where?Second, let's say you want to save your videos. There is no way to access the uploaded ones for a bulk copy (or delete). There is no way to have the camera save them to anything else, whether a home NAS, an FTP server, or you name it. The only options to access your videos are a) put a micro SD card in the camera (impractical for anything else than a hobby one-off) or b) share one video at a time (no bulk option) from the app's Notifications tab to some external sink, like through an email or a text message. Apparently, judging by the mfr responses here and the Wyze forums, this gap has existed for some time.Third, there is a delay between successive motion alerts. Even when moving around in front of it for an hour or two at a time, alerts only get fired every five minutes or so. This makes it useless to monitor ongoing activity - unless, of course, you set it up to record video to the micro-SD, which you'll have to retrieve and look at later.Overall, I'd look at this camera as a toy with some significant concerns. I would not let it onto my main network due to how opaque it is. Maybe as a game camera pointed into your yard to spot animals wandering by, but not anywhere I want a trustworthy device whose configuration and operation I have any insight into. Wyze, if you read this, the hardware is OK, the app is decent, but you have some work to do to make this device trustworthy and robust.",2,64,neutral,0.3891962766647339,0.2789615988731384,0.3891962766647339,0.3318421244621277,-0.0529,5,2156,0,0
